score,summary,review
1.0,Stride uber YUCK gum!,"I ordered this gum after typing in stride ORIGINAL uber bubble gum, and the picture shows the original packaging, but when i received the order i was unexepectedly stuck with 30 packs of the NEW uber bubble which is DISGUSTING! So now i wasted my money and im stuck with all this junk!"
5.0,FABULOUS!!!!,"My Mini Dachshund has food allergies and I fed her Natural Choice, Lamb Meal and Rice, Dry, for the first 4 years of her life until I read [...].  Since then, I have tried my Mini Dachshund and Jack Russell Terrier on Canidae, Lamb Meal and Rice, Dry.  They weren't thrilled with the taste so I mixed it with some of the remaining Natural Choice.  That bag is empty so I am trying Newman's Own Adult Dog Chicken Formula, Dry.  I purchased the 4 lb. bag to see if my dogs liked it.  They were trying to get into the bag before I opened it.  They are crazy about the taste and I have never seen them gobble up the food so quickly.  I will purchase the 25 lb. bag next time.  It may be more expensive than other brands but it is good for their health and yummy, too!!!!"
5.0,Great! But the price?,These these are soooo YUMMY! I first had them on a JetBlue flight and ordered a case when I got home. But why are the Kettle Corn ones more than the others? Its just not fair! I haven't had the other flavors but I'm pretty sure this is the best.
1.0,One star because it doesn't tell you it is for Ethnic hair.,"When I got the product I didn't see any instructions, there is a pull up tab and it says massage into hair and scalp..huh? Well for how long do I leave it and how much do I use.  My hair is rather a disaster right now. I get bronchitis bad about 2 times a year and end up in the hospital on high steroids, then I loose about 1/4 of my over hair a few months later. This just started a few years ago, first It went totally curly and I have straight hair, had that for a year, then some fell out...the curls and straight came back my normal. This time is really bad, it is frizzy and slight wave to it. Nothing helps it, I have fine thin hair all my life now it looks like a ton of hair but horrid.  So I cannot give a true review on a product not for me. I called the number on the bottle which is wrong you get MCI tele network. So I found the website and no number there but video's and sure enough this is for Ethnic hair not caucasian hair like mine. There should be clear information on who the product is for."
1.0,NEVER AGAIN,"I thought that I would try the noodles to help me on my HCG Diet. Not only do they stink, they are hard to swallow. The texture is disgusting. It seemed as though no matter what I but on the noodles to try and make them better, nothing worked. And if you try to contact someone about the noodles, NO ONE GETS BACK WITH YOU. So by that, I feel the seller has horrible customer service."
5.0,Great convenience product!,"Well, was this ever a nice surprise! A bitty squirt, and I DO mean bitty, into a glass of water and voila!  Instant peach iced tea!  The flavor is quite nice, sweetened but not so much so that it gags you, and the peach flavor is quite present but not overpowering.  It is very refreshing, just awesome actually. One of those products you literally stumble upon and see yourself using it the rest of your life.  Kids love it too so that's the ultimate test in my book!  It's best with ice cubes though - the flavor kinda grabs you otherwise.  You don't need much - just a bit of a squirt into an 8-ounce glass of water and you're done.  The package will last for about 10-12 glasses of good tea, which isn't too bad and it doesn't need refrigerated after opening.  You need to use it within 30 days, however, after opening.  Great product, a great idea and a very fast pick-me-up at work.  Highly, highly recommend!"
5.0,good product for energy,It helped me to curb my appetite and lose weight while I am having full energy.
1.0,A box of broken bag cereal,"I ordered the pack of 10 from Amazon because we love this cereal.  It is organic and tastes good.  However, we found a box of cereal with broken bag.  I did not think much because I thought the box was sealed.  However, it was not only dry but had very strange chemical taste.  I immediately stop eating.  I contacted Cascadian Farm manufacture and they said they will send another box to me about 21 business days....I will not buy their product again...it is very not safe and very bad customer service."
1.0,Misrepresentation of product,"The one-star rating is for the company, not the product.  As was a previous reviewer, I too was misled in thinking I was going to receive the meal replacement, but instead received the meal supplement.  These are two totally different products.  I should've listen to person who reviewed this previously, but I was thinking that maybe that was a one-time mistake as no one else seemed to have the problem...WRONG!  This misrepresentation really needs to be corrected!  If you are looking for the meal REPLACEMENT, order elsewhere."
1.0,"Agree with ""basted not wrapped""","Like others, I ordered this product after Petsmart stopped carrying it. I ordered 3 packages a month or so ago and the treats were fine, my dog LOVED them like always! When I went to re-order, I read the review about the treats now being ""basted"" with duck flavor instead of being wrapped with dried duck pieces and thought it was weird, because my order was the same. That is, until I received this last order of 4 packs this week. All of them were basted or really more like stained in duck flavor -- my dog, who was usually so excited to get one of these treats, left it on the floor untouched. We are both VERY disappointed -- not at Amazon, but at the manufacturer for changing their product"
5.0,The best ESE coffee pod from the sample,Excellent coffee. This was my absolute favorite ESE espresso coffee pod from the sample of about 30 different providers and blends.
1.0,Folgers Does It Better!,"I thought that this new invention was genius...a brew that can be made using coffee in something that looks like a tea bag. I had tried Folgers Coffee Singles and all I needed was one bag instead of two, like I do with this product. The flavor was also actually really good for being Folgers. I saw Maxwell House Coffee Singles at Big Lots and bought two boxes...at $2.50 it was a bargain because Folgers goes for $6.00 at CVS.  Boy was I disappointed! This brew actually tastes woody and old. The coffee is also weak and possibly requires three bags to make a decent strong cup. Can't wait to go through these two boxes and never buy it again. Nescafe Clasico actually does a better job at a cup of joe. If you like a cup of brownish water then this product is for you."
1.0,Be Very Careful,"After I tasted a bottle of Ocean Spray Cranbery product that was labeled ""100% juice' in big letters and the word ""cranberry"" underneath I realized that it was way too sweet to be 100% cranberry juice.  When I finally looked at the tiny dark red strip at the bottom of the label, I found that it was combined with grape, apple, and other juices.  I called the 1-800 customer info line and asked if I could order the 100% cranberry juice from the website, the customer service representative told me that Ocean Spray doesn't make that product.  When I asked for the percentage of cranberry juicr in the product, she said that she did not have that information.  When I asked where I could find out, she said she didn't know.  Truth in advertising?  Their commercials show funny men standing in cranberry bogs.  Give me a break.  And if you are needing the cranberry juice for your health, be VERY careful."
